Codi_centre;Denominació_completa;Adreça;Codi_postal;Telèfon;Codi_delegació;Nom_delegació;Codi_comarca;Nom_comarca;Codi_municipi;Nom_municipi;id_poblacio
8040126;Solc;c. Ardena, 36-38;8034;932061313;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;64
8042664;Escola Orlandai;c. Domínguez Miralles, 1;8034;932030935;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;64
8043863;Zurich;av. Pearson, 73;8034;932037606;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;64
8044818;Escola de Dansa Coco Comin;c. Francesc Carbonell, 34, baixos 2-3;8034;932051708;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;64
8055324;LLI privada Petits Paupí;c. Dalmàcia, 11;8034;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;64
8065861;Llar d'infants Sarrià;c. Ifni, 8;8034;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;64
8070581;Gremial d'Electricitat i Fontaneria de Barcelona;c. Mallorca, 462;8034;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;64
8071354;LLI privada Oikia;pg. Manuel Girona, 7;8034;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;64
8072322;Cenafe;c. Fontcoberta, 23;8034;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;64
8074355;ESEI International Business School Barcelona;c. Montevideo, 31;8034;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;64
8075402;Institut Pedralbes;av. Esplugues, 40;8034;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;64
8076391;AESA Prep Academy of Barcelona;c. Montevideo, 31;8034;638678093;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;64
8078415;Escola Mare de Déu de Montserrat;c. Natzaret, 83-85;8035;934181300;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8002186;Sant Gregori;c. Carles Riba, 11-15;8035;932123108;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8004195;Sadako;c. Collserola, 42;8035;934189428;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8005072;Sant Joan Bosco;pg. Vall d'Hebron, 258-260;8035;934280250;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8011394;FEP Aprenents EE;c. Saldes, 3;8035;932116642;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8011643;Frederic Mistral-Tècnic Eulàlia;c. Lluís Muntadas, 3-5-7;8035;932118954;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8012027;Institut Anna Gironella de Mundet;pg. Vall d'Hebron, s/n;8035;934280292;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8012714;Institut Narcís Monturiol;c. Harmonia, s/n;8035;934283017;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8013214;CEE La Ginesta;pg. de la Vall d'Hebron, 171;8035;934022857;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8013901;CEE Folch i Camarasa;c. Ventura Rodríguez, 14-16;8035;934282120;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8040357;Escola Baloo;c. Harmonia, 37;8035;934282861;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8043747;EOI Barcelona-Vall d'Hebron;av. del Jordà, 18;8035;934186833;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8044511;Escola Bressol L'Arboç;pg. Vall d'Hebrón, 171 (Llars Mundet);8035;934281794;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8046921;Institut Vall d'Hebron;pg. de la Vall d'Hebron, 93-95;8035;932125004;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8052700;A. Hospitalària Vall d'Hebron Barcelona Campus Hospitalari;pg. de la Vall d'Hebron, 119-129;8035;934893100;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8055191;CETT;av. Can Marcet, 36-38;8035;934280777;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8056456;Escola Bressol L'Arquet;c. Jorge Manrique, 12;8035;934272798;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8061798;C.Educ.Justícia Can Llupià;c. German Desvalls, 58-60;8035;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8068151;Escola Bressol Sant Genís;c. Natzaret, 83;8035;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8068641;Escola Bressol municipal L'Harmonia;c. Harmonia, 37;8035;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8071950;Centre de Formació Professional Martí-Codolar;c. de l'Amor, 2;8035;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;65
8077745;Escola Mallorca;c. Londres, 64;8036;934442682;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;66
8001947;IPSE;c. Casanova, 175;8036;933215099;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;66
8005761;Sant Miquel;c. Rosselló, 175;8036;934104005;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;66
8009636;Institut Poeta Maragall;c. Provença, 187;8036;934534782;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;66
8013160;Institut Escola del Treball;c. Comte d'Urgell, 187;8036;934309200;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;66
8013275;Urgell;c. Comte d'Urgell, 133;8036;934530299;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;66
8036469;EA La Industrial;c. Comte d'Urgell, 187;8036;933219066;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;66
8042354;LLI privada Bon-Sol;c. Aribau,175,baixos(ptge.Londres,96-98);8036;934305594;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;66
8049351;LLI privada Cuquet;c. Comte d'Urgell, 169;8036;934549572;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;66
8052347;Escola Municipal de Música Eixample;c. Sardenya, 368-378;8036;934586590;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;66
8055415;A. Hospitalària Hospital Clínic i Provincial de Barcelona;c. Villarroel, 170, planta 4, escala 11;8036;932279972;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;66
8058106;CFA Can Batlló;c. Comte Urgell, 187;8036;932292132;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;66
8058489;CFA Palau de Mar;c. Comte d'Urgell, 187, edifici 20;8036;932292130;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;66
8061683;Eixample Clínic;c. Diputació, 231, Edifici Seminari;8036;934518710;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;66
8065691;Escola Bressol Londres;c. Londres, 56-58;8036;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;66
8067909;Escola Bressol Municipal Roure;c. Urgell, 145;8036;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;66
8072723;Esc. de Música Urgell;c. Comte d'Urgell, 131;8036;934530299;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;66
8075141;Institut Escola Londres;c. Comte d'Urgell, 262;8036;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;66
8077502;IBP Formació Professional;c. Provença, 148;8036;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;66
8078555;Stucom Còrsega - Sant Francesc;c. Còrsega, 409;8037;933218377;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;67
8003658;San Nicolás;c. Provença, 283;8037;932154953;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;67
8005473;Ramon y Cajal;c. Rosselló, 303 planta baixa;8037;932070680;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;67
8035672;Centre de formació professional Pejoan;c. Rosselló, 303;8037;932074261;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;67
8038119;Rosetó;c. Mallorca, 337;8037;934570302;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;67
8049889;LLI privada Drac Xic;pg. Alió, 38;8037;934583844;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;67
8050776;LLI privada Milton;c. Bailèn, 212-214;8037;932071670;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;67
8051653;Esc. de Música de Barcelona;c. Mallorca, 330;8037;932075818;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;67
8057217;Escola Bressol Municipal Casa dels Nens;c. Roger de Llúria, 132, interior;8037;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;67
8072930;Escola Polvorí;camí del Polvorí, 8-10;8038;933327496;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8001650;Escola Can Clos;c. Pedrera del Mussol, 10-14;8038;933326145;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8001674;Escola Enric Granados;pg. Zona Franca, 96-104;8038;933326247;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8002952;Escola Ramon Casas;c. del Platí, 6;8038;933315284;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8002976;Escola De Bosc de Montjuïc;av. Miramar, 7-9;8038;934414224;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8003491;Escola Bàrkeno;c. Cisell, 15;8038;932230829;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8003695;Alfageme;pg. Zona Franca, 198;8038;933323246;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8003701;Garbiñe;c. Física, 12-14;8038;933318093;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8003725;Aspace;Parc de Montjuïc (Tres Pins, s/n);8038;933258300;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8011266;FEP Nostra Senyora de Montserrat EE;c. Bronze, 18-20;8038;933312088;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8013071;Institut Montjuïc;c. Cisell, 19;8038;932230221;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8013093;Escola d'aprenents SEAT;pg. Zona Franca, 53-55;8038;934028806;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8032427;Escola Seat;ptge. d'Antonio Ruiz Villalba, 6;8038;933329346;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8037863;Escola Tres Pins;c. Tres Pins, s/n;8038;934239361;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8041970;Escola Bressol Bellmunt;c. Font Florida, s/n;8038;933325945;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8046335;Escola Bressol Niu d'Infants;c. de la Pedrera del Mussol, 10-14;8038;933312565;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8047005;Institut Lluís Domènech i Montaner;c. Alumini, 48-82/cantonada c. Coure;8038;932969729;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8052827;Institut Bosc de Montjuïc;av. Miramar, s/n;8038;934410221;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8054848;LLI privada Gegants;pg. de la Zona Franca, 168;8038;932964818;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8058295;CFA Sants-Sant Raimon de Penyafort;pg. Zona Franca, 56, 2n;8038;932233393;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8060411;A. Hospitalària Hospital de Dia(FHS Pere Claver);c. Mare de Déu del Port, 344;8038;934317162;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8062389;LLI privada Calimero d'Horta;c. Marqués de Foronda, 35;8038;934207133;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8063369;EFTE Catalana de Montjuïc;av. de l'Estadi, s/n;8038;934255445;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8066681;Escola Bressol Cotxet;c. del Platí, 8;8038;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8069670;Escola Bressol Collserola;c. Mare de Déu del Port, 183 bis;8038;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8070933;LLI privada La Pau 3 Marina;c. Mare de Déu del Port, 353-357;8038;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8073791;Centre de Teatre de Barcelona - CTB;av. Francesc Ferrer i Guàrdia, 13;8038;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8075025;Institut de l'Esport de Barcelona;av. Francesc Ferrer i Guàrdia, 16;8038;931537424;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;68
8077137;Institut de Nàutica de Barcelona;c. de l'Escar, 6-8;8039;938846074;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;69
8074847;Institut de Logística de Barcelona;Moll de Barcelona, s/n Ed. Sud, Local 27;8039;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;69
8077991;Institut Mare de Déu de la Mercè;c. Motors, 122-130;8040;932232566;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;70
8014401;Institut dels Aliments de Barcelona;c. Longitudinal 4, 22;8040;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;70
8077435;Escola Bressol Somriures;c. Transversal 14, 11;8040;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;70
8077812;CIB-Culinary Institute of Barcelona;c. Santander, 49-51;8040;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;70
8078348;Escola Bressol Camí Feliç ZAL Port;av. Ports d'Europa, 90;8040;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;70
8078464;Escola Emili Juncadella;c. Juan de Garay, 12;8041;933518304;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;71
8002290;Escola Miralletes;c. Indústria, 255;8041;934563281;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;71
8002733;Guinardó;c. Doctor Valls, 11;8041;934353940;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;71
8009971;Escola Parc del Guinardó;c. Garriga i Roca, s/n;8041;934368637;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;71
8010201;Institut Moisès Broggi;c. Sant Quintí, 32-50;8041;934368903;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;71
8013135;Castro  de la Peña;rbla. Volart, 81;8041;934368827;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;71
8013706;FEP Mare de Déu de Montserrat EE;c. Varsòvia, 162-164;8041;934557625;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;71
8014012;Nen Déu;ronda Guinardó, 224-236;8041;934567542;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;71
8032105;Escola Torrent d'en Melis;c. Varsòvia, 161;8041;934353391;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;71
8039537;Escola Antoni Balmanya;pça. Margarita Brender Rubira, 3;8041;934566804;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;71
8043103;Escola Estel-Guinardó;c. Telegraf, 58;8041;934504994;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;71
8046281;Escola Bressol Montserrat;c. Gènova, 2 bis;8041;933470749;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;71
8046979;LLI privada Guinyolet;ptge. Aloi, 8-10 (ptge. Constància, 7-9);8041;934556240;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;71
8049555;Flors de Maig;rbla. Volart, 79 bis;8041;934368827;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;71
8051574;Institut Francisco de Goya;c. Garriga i Roca, 21;8041;934503526;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;71
8052724;Escola Bressol Municipal Alchemika;c. Sant Antoni Maria Claret, 358 bis;8041;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;71
8073338;Estudi de Música Tri-Tò;Ronda del Guinardó, 241-243 bis, baixos;8041;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;71
8074471;Escola Bressol Guinardó;c. Teodor Llorente, 16-18;8041;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;71
8075116;Llar d'infants La Nau;c. Consell de Cent, 467-469;8041;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;71
8075955;Escola Marta Mata;c. Casals i Cuberó, s/n;8042;933541302;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8002484;Escola Àgora;c. Marne, 2;8042;933596280;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8002770;Jesús Maria;rbla. Caçador, 6-12;8042;934270125;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8003014;Escola Pia Luz Casanova;c. Almansa, 52-54;8042;933596181;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8007445;Sant Ferran;c. Joan Riera, 46;8042;933548991;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8007871;Grey;pg. Valldaura, 208;8042;933504040;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8008701;Molina;c. Lorena, 65-71;8042;933533810;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8010882;Institut La Guineueta;c. Artesania, 53-55;8042;933593404;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8034205;CFA Freire;c. Marin, 55/Via Favència, 254;8042;933534419;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8044120;EA Deià;c. Ignasi Agustí, 4;8042;933546073;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8044156;Escola Bressol Vent;c. Miguel Hernández, 20;8042;934273745;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8046542;Escola Bressol L'Argimon;c. Artesanía, 39-41;8042;933505748;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8046931;Escola Bressol Nenes i Nens;c. Ignasi Agustí, 4;8042;934273167;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8046992;LLI privada Molina Blau;pg. Valldaura, 166;8042;934275542;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8049725;Inst-Esc Art. Oriol Martorell;c. Artesania, 39-41;8042;933503917;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8053571;Escola Marinada;rbla. Caçador, 17-19;8042;933543616;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8054022;CFA Canyelles;c. Juan Ramón Jiménez, 14;8042;934285904;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8055063;A. Hospitalària Hospital de Dia per adolescents de Nou Barris;c. Almansa, 43;8042;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8068057;Escola Bressol Torrent;c. Alcàntara, 22;8042;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8068653;Escola Bressol municipal Pla de Fornells;c. Nou Barris, 14;8042;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8071913;Centre de les Arts del Circ Rogelio Rivel;c. Portlligat, 11-15;8042;933506165;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8075013;Musicart 102 Escola de Música i Arts Escèniques;c. Artesania, 102;8042;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;72
8075311;Escola Palau;c. Rubió i Ors, 1;8750;936801645;308;Baix Llobregat;11;Baix Llobregat;8123;Molins de Rei;73
8021351;Escola L'Alzina;c. Puigcerdà, 56;8750;936801633;308;Baix Llobregat;11;Baix Llobregat;8123;Molins de Rei;73
8021363;Virolai;Camí Antic de Santa Creu d'Olorda, 106;8750;936802709;308;Baix Llobregat;11;Baix Llobregat;8123;Molins de Rei;73
8021405;Sant Miquel Arcàngel;c. del Pintor Carbonell, 4;8750;936683450;308;Baix Llobregat;11;Baix Llobregat;8123;Molins de Rei;73
8021417;Institut Lluís de Requesens;c. Felip Canalias, 19-23;8750;936802438;308;Baix Llobregat;11;Baix Llobregat;8123;Molins de Rei;73
8021430;Escola Castell Ciuró;c. Ntra. Sra. de Lourdes, 36;8750;936683529;308;Baix Llobregat;11;Baix Llobregat;8123;Molins de Rei;73
8021442;Escola Josep Maria Madorell;c. Menéndez i Pelayo, 17;8750;936687466;308;Baix Llobregat;11;Baix Llobregat;8123;Molins de Rei;73
8034102;Institut Bernat el Ferrer;c. Ntra. Sra. de Lourdes, 34;8750;936683762;308;Baix Llobregat;11;Baix Llobregat;8123;Molins de Rei;73
8034217;Esc. de Música Municipal Julià Canals;c. Major, 1;8750;936801637;308;Baix Llobregat;11;Baix Llobregat;8123;Molins de Rei;73
8040710;Escola Pont de la Cadena;c. Felip Canalies, 15;8750;936801620;308;Baix Llobregat;11;Baix Llobregat;8123;Molins de Rei;73
8041660;Escola Estel;c. Sant Joan, 23;8750;936684054;308;Baix Llobregat;11;Baix Llobregat;8123;Molins de Rei;73
8044247;Llar d'infants Rodó;Camí antic de Santa Creu, 2;8750;936682226;308;Baix Llobregat;11;Baix Llobregat;8123;Molins de Rei;73
8046098;LLI privada Patufet;c. Rafael Casanova, 15;8750;936683644;308;Baix Llobregat;11;Baix Llobregat;8123;Molins de Rei;73
8048848;LLI privada Tambor;c. Pintor Fortuny, 47;8750;936681585;308;Baix Llobregat;11;Baix Llobregat;8123;Molins de Rei;73
8051379;CFA Rafael Farré;c. Canal de la Infanta, 23-25;8750;936801636;308;Baix Llobregat;11;Baix Llobregat;8123;Molins de Rei;73
8055695;Escola La Sínia;pg. del Terraplè, 94;8750;936686855;308;Baix Llobregat;11;Baix Llobregat;8123;Molins de Rei;73
8061610;Llar d'infants Molí;av. de Caldes, 20;8750;936684660;308;Baix Llobregat;11;Baix Llobregat;8123;Molins de Rei;73
8061671;Llar d'infants La Traca;c. de Ferran Agulló, 5;8750;;308;Baix Llobregat;11;Baix Llobregat;8123;Molins de Rei;73
8069657;Escola Sant Cristòfor;c. Jacint Verdaguer, 2;8859;936390748;308;Baix Llobregat;11;Baix Llobregat;8020;Begues;74
8014589;Sant Lluís de Pla i Amell Bosch;c. Sant Climent, s/n;8859;936390011;308;Baix Llobregat;11;Baix Llobregat;8020;Begues;74
8014590;Llar d'infants Guinyol;c. Anselm Clavé, 11;8859;936391166;308;Baix Llobregat;11;Baix Llobregat;8020;Begues;74
8054137;Institut Begues;Camí Ral, s/n;8859;936392622;308;Baix Llobregat;11;Baix Llobregat;8020;Begues;74
8064908;Escola Sant Joan;c. Roca de la Pila, s/n;8600;938211083;1060;Catalunya Central;14;Berguedà;8022;Berga;76
8014620;Vedruna Berga Secundària;pg. Lladó, s/n;8600;674277026;1060;Catalunya Central;14;Berguedà;8022;Berga;76
8014644;Vedruna Berga;c. Cervantes, 34;8600;938210186;1060;Catalunya Central;14;Berguedà;8022;Berga;76
8014656;Escola de la Valldan;pl. Major, s/n;8600;938222022;1060;Catalunya Central;14;Berguedà;8022;Berga;76
8014668;Escola Santa Eulàlia;c. Olvan, s/n;8600;938211446;1060;Catalunya Central;14;Berguedà;8022;Berga;76
8014681;Institut Guillem de Berguedà;Camí de Pedret, 2;8600;938210618;1060;Catalunya Central;14;Berguedà;8022;Berga;76
8014693;Santa Maria de Queralt;c. dels Elois, 1;8600;938211257;1060;Catalunya Central;14;Berguedà;8022;Berga;76
8037085;Esc. de Música Municipal;c. Mestre de Pedret, 2;8600;938213911;1060;Catalunya Central;14;Berguedà;8022;Berga;76
8040825;Llar d'infants Flor de Neu;c. Sardana, 28;8600;938221705;1060;Catalunya Central;14;Berguedà;8022;Berga;76
8046062;CFA Berguedà;Camí de Pedret, 2;8600;938213169;1060;Catalunya Central;14;Berguedà;8022;Berga;76
8061971;Institut Serra de Noet;c. Pla de l'Alemany, 40;8600;938213059;1060;Catalunya Central;14;Berguedà;8022;Berga;76
8064830;EOI del Berguedà;Camí de Pedret, 2;8600;938214116;1060;Catalunya Central;14;Berguedà;8022;Berga;76
8065664;FEDAC-Xarxa;c. Pare Coll, 1-3;8600;938210305;1060;Catalunya Central;14;Berguedà;8022;Berga;76
8070520;Cons. de Música dels Pirineus;p. del Pare Antoni Baylina, 15;8600;938213911;1060;Catalunya Central;14;Berguedà;8022;Berga;76
8074896;Escola Turó;Camí de Can Badell, s/n;8415;938656104;508;Maresme - Vallès Oriental;41;Vallès Oriental;8023;Bigues i Riells del Fai;78
8014747;Escola Bressol La Puput;c. Oliverar, s/n;8415;938658800;508;Maresme - Vallès Oriental;41;Vallès Oriental;8023;Bigues i Riells del Fai;78
8058246;Escola Colomer;Camí de Can Ribes, s/n;8415;938657682;508;Maresme - Vallès Oriental;41;Vallès Oriental;8023;Bigues i Riells del Fai;78
8060903;Institut Maria de Bell-lloc;av. del Castell de Montbui, 11;8415;938656890;508;Maresme - Vallès Oriental;41;Vallès Oriental;8023;Bigues i Riells del Fai;78
8060915;Escola de Borredà - ZER Berguedà Centre;camí de la Coma, s/n;8619;938239000;1060;Catalunya Central;14;Berguedà;8024;Borredà;80
8014796;Escola Farigola;c. dels Esports, s/n;8553;938841075;1060;Catalunya Central;24;Osona;8269;Seva;82
8029027;Llar d'infants Menut;c. de les Escoles,(S. Miquel de Balenyà);8553;938125748;1060;Catalunya Central;24;Osona;8269;Seva;82
8068902;Llar d'infants Bressol;pg. Rafael Casanovas, 1;8553;938840051;1060;Catalunya Central;24;Osona;8269;Seva;82
8070064;Sant Feliu;pl. de l'Església, 4;8349;937590099;508;Maresme - Vallès Oriental;21;Maresme;8029;Cabrera de Mar;86
8014887;Escola Bressol Municipal Castellet;av. de l'11 de setembre, s/n;8349;937592131;508;Maresme - Vallès Oriental;21;Maresme;8029;Cabrera de Mar;86
8060861;Escola Bressol Municipal Marinada;rda. Catalunya, s/n;8349;937542687;508;Maresme - Vallès Oriental;21;Maresme;8029;Cabrera de Mar;86
8068941;Institut Escola Pla de l'Avellà;av. Burriac, 33;8349;937598466;508;Maresme - Vallès Oriental;21;Maresme;8029;Cabrera de Mar;86
8076510;Escola L'Olivera;av. de les Escoles, 20;8348;937508060;508;Maresme - Vallès Oriental;21;Maresme;8030;Cabrils;87
8014905;Llar d'infants Rosa Aymerich;c. Emília Carles, 22-24;8348;937531856;508;Maresme - Vallès Oriental;21;Maresme;8030;Cabrils;87
8046131;Escola Mas Maria;av. de les Escoles, 6-8;8348;937539284;508;Maresme - Vallès Oriental;21;Maresme;8030;Cabrils;87
